transition,trans_no,avg_time,SE_time
armature->no_armature,70,1.161028940578673,0.05417630902841741
armature->no_armature,71,1.0826483892440482,0.05104824591276467
armature->no_armature,72,1.0101707428789857,0.049126334376982515
armature->no_armature,73,0.9143456774501064,0.04615667194839521
armature->no_armature,74,0.844062849423098,0.04526777231076156
armature->no_armature,75,0.7806673139957852,0.043416007519938925
armature->no_armature,76,0.7212725482157363,0.042053358424585005
armature->no_armature,77,0.6680647701215693,0.039413337471192036
armature->no_armature,78,0.6184406717987126,0.038073144650072346
armature->no_armature,79,0.5687686231652791,0.036019067313230665
armature->no_armature,80,0.5249545196447196,0.03514908276591543
armature->no_armature,81,0.4952267785351169,0.03444771499644095
armature->no_armature,82,0.46046432179848884,0.034791621279207915
armature->no_armature,83,0.46619611915999176,0.0348499441322771
armature->no_armature,84,0.43596636657525417,0.03452618795793002
armature->no_armature,85,0.40708262547539037,0.033904651872887846
armature->no_armature,86,0.37963275150724174,0.03292545644794126
armature->no_armature,87,0.35667440338863304,0.03368748385806859
armature->no_armature,88,0.3275147671297866,0.03460638710046931
armature->no_armature,89,0.33185304069585514,0.03561090957351918
no_armature->armature,1,33.89576107524264,0.59048546201344
no_armature->armature,2,24.76129485750143,0.4950611871065149
no_armature->armature,3,20.571438836655698,0.3344019569354486
no_armature->armature,4,18.397852371428748,0.3292462948989105
no_armature->armature,5,16.319314915305608,0.3302884840032142
no_armature->armature,6,14.16978950304384,0.30578140219470307
no_armature->armature,7,12.70322966532139,0.29877070356519814
no_armature->armature,8,11.439633747964324,0.2800314154540679
no_armature->armature,9,10.490885601737203,0.25345641951745596
no_armature->armature,10,9.549676881815957,0.23558951010037846
no_armature->armature,11,8.766905134869601,0.2174099675056432
no_armature->armature,12,8.191446123903974,0.19886274802646903
no_armature->armature,13,7.661113430271251,0.17742001326008824
no_armature->armature,14,7.151567077170703,0.15557622369356672
no_armature->armature,15,6.576470097979155,0.1488595877238538
no_armature->armature,16,6.178182705167227,0.14326965720324658
no_armature->armature,17,5.782123250575658,0.1322406481952674
no_armature->armature,18,5.30476423108647,0.11868204580447207
no_armature->armature,19,4.927280301020421,0.11917653857953935
no_armature->armature,20,4.557052079351225,0.10848305556139709
no_armature->armature,21,4.2544749573127305,0.10117021612752228
no_armature->armature,22,3.9345401566554177,0.0908127026633615
no_armature->armature,23,3.6829924913714005,0.08797894394440116
no_armature->armature,24,3.4168201140052394,0.08573979695941948
no_armature->armature,25,3.177631450175069,0.08212502948942048
no_armature->armature,26,2.9543686449686475,0.07752092783990996
no_armature->armature,27,2.7328219224506203,0.07588136380138798
