transition,trans_no,avg_time,SE_time
megaherbivore->other,1,105.70041903732304,5.462736010463559
megaherbivore->other,2,77.63662550210505,4.10661501327191
megaherbivore->other,3,57.06414284709378,3.2678837402680982
megaherbivore->other,4,41.010862804314726,2.161444312861961
megaherbivore->other,5,30.358258386174032,1.6385505564748024
megaherbivore->other,6,23.55689563171024,1.2680214216077141
megaherbivore->other,7,18.671641374376883,0.9819809484895196
megaherbivore->other,8,15.509316910661928,0.7761513953191641
megaherbivore->other,9,13.005669391408809,0.6527729193438515
megaherbivore->other,10,10.882842458177958,0.5196344964552481
megaherbivore->other,11,8.980316906563907,0.4136738061964571
megaherbivore->other,12,7.2439947399173095,0.36660284771135926
megaherbivore->other,13,5.862933186605286,0.3086754584333286
megaherbivore->other,14,4.923908335245415,0.2944424089011228
megaherbivore->other,15,3.972538546699456,0.25839311680226584
megaherbivore->other,16,3.144118216177402,0.2225725049444864
megaherbivore->other,17,2.516617880940777,0.1967308443657999
megaherbivore->other,18,1.929203875637921,0.1392955884902172
megaherbivore->other,19,1.490092068214341,0.11433397929344771
megaherbivore->other,20,1.180149761309886,0.09503130219871116
megaherbivore->other,21,0.9630350394610391,0.08780195931988274
megaherbivore->other,22,0.7621601424434596,0.08391175906237687
megaherbivore->other,23,0.6537723526200769,0.08038872127592056
megaherbivore->other,24,0.49171666685226184,0.0662952081614582
other->megaherbivore,1,97.70374168044597,3.251589182259883
other->megaherbivore,2,66.32825191123175,1.8071812023238054
other->megaherbivore,3,53.454898228571764,1.6076180471268884
other->megaherbivore,4,44.595558396759884,1.0210336637090514
other->megaherbivore,5,36.249437192873266,1.0117307521573002
other->megaherbivore,6,29.555799050949876,0.8621524766257246
other->megaherbivore,7,25.766459464179604,0.6165632964768089
other->megaherbivore,8,22.642610214625744,0.38864052758126133
other->megaherbivore,9,20.220709247971744,0.28650423565639105
other->megaherbivore,10,18.300362062600644,0.30385525864232305
other->megaherbivore,11,16.407130631087362,0.32138433215108236
other->megaherbivore,12,14.453715108891789,0.34641084868846433
other->megaherbivore,13,12.840545529912465,0.32334583756424207
other->megaherbivore,14,10.95403430692776,0.2748786572265676
other->megaherbivore,15,9.443099254732925,0.22379876315979025
other->megaherbivore,16,8.21911268070148,0.1846916809165833
other->megaherbivore,17,7.190860598321775,0.1525595601272123
other->megaherbivore,18,6.405217370838936,0.14476976712958364
other->megaherbivore,19,5.66400892563169,0.13008439631419025
other->megaherbivore,20,5.09656254179588,0.122514051312267
other->megaherbivore,21,4.5418451919101415,0.10958878750435812
other->megaherbivore,22,3.9931339188271817,0.09780512241049552
other->megaherbivore,23,3.523964247054481,0.09756254088652097
other->megaherbivore,24,3.152611274027297,0.097964164252301
other->megaherbivore,25,2.7776859903706077,0.0889226952298447
other->megaherbivore,26,2.505041874550037,0.08544491815102485
other->megaherbivore,27,2.213001885850825,0.07659739173922049
other->megaherbivore,28,1.9568270523459603,0.0667727950808417
other->megaherbivore,29,1.648638842606485,0.05782190746198376
other->megaherbivore,30,1.4279658458206756,0.05667198227322527
other->megaherbivore,31,1.2000065743554642,0.05091384621161814
other->megaherbivore,32,1.0178766454048938,0.0487933097999502
other->megaherbivore,33,0.8325293444637546,0.045842796391766624
other->megaherbivore,34,0.6770942054352369,0.04149187134436873
other->megaherbivore,35,0.5402090429241633,0.035348251419424444
other->megaherbivore,36,0.4248533321391079,0.029266568729816363
other->megaherbivore,37,0.32790999024380724,0.024822702186219476
other->megaherbivore,38,0.26959781231135654,0.022373046129817713
other->megaherbivore,39,0.21285183782055236,0.020000614424733897
other->megaherbivore,40,0.16440666500617437,0.016253158599138503
