transition,trans_no,avg_time,SE_time
armature->no_armature,1,33.45413039350678,0.2803213507960594
armature->no_armature,2,30.84165977249687,0.28537597719189417
armature->no_armature,3,29.039361165180804,0.2367332280032011
armature->no_armature,4,27.684044428043478,0.22779457640660408
armature->no_armature,5,26.49685054920019,0.22883655607501255
armature->no_armature,6,25.139502956408666,0.2540949359080837
armature->no_armature,7,23.923837995206096,0.26081815999636015
armature->no_armature,8,22.686995810594315,0.26942386271560975
armature->no_armature,9,21.614440335399614,0.28504955243606267
armature->no_armature,10,20.496934228695093,0.2949377028690971
armature->no_armature,11,19.35687452333123,0.30775072534006526
armature->no_armature,12,18.33016704963576,0.31733757280112646
armature->no_armature,13,17.17410175774721,0.31429794733429056
armature->no_armature,14,16.200924027930558,0.30356096200185156
armature->no_armature,15,15.346630454707695,0.29578886192560816
armature->no_armature,16,14.479279286142212,0.2867134581678357
armature->no_armature,17,13.700825717184419,0.2785769609107771
armature->no_armature,18,13.032114296029496,0.26675778043047027
armature->no_armature,19,12.403448496808112,0.2447317093169415
armature->no_armature,20,11.770523939143855,0.23535855816897833
armature->no_armature,21,11.100222070871542,0.21352898467138162
armature->no_armature,22,10.570687313404045,0.1985170336601501
armature->no_armature,23,10.089820731897888,0.1820725282337103
armature->no_armature,24,9.627457420552643,0.17473603086186026
armature->no_armature,25,9.112740417788245,0.155669740804415
armature->no_armature,26,8.742132717741924,0.14947298728898678
armature->no_armature,27,8.377868337302527,0.14100722864057913
armature->no_armature,28,8.047801328321086,0.13566015983405566
armature->no_armature,29,7.700469780591355,0.12749460382875466
armature->no_armature,30,7.366597299811442,0.11981712998246465
armature->no_armature,31,7.05369932973355,0.11595762196774402
armature->no_armature,32,6.804117424596666,0.11366810737931117
armature->no_armature,33,6.568900987181853,0.11090187851248198
armature->no_armature,34,6.303339555199362,0.1088045208064793
armature->no_armature,35,6.066780677168507,0.1041538460363532
armature->no_armature,36,5.833198706795056,0.10213250865109981
armature->no_armature,37,5.630300411484148,0.09641089442444169
armature->no_armature,38,5.397885484739249,0.09550911093271118
armature->no_armature,39,5.221621934593535,0.09520001939249649
armature->no_armature,40,5.00549991473284,0.08868803296897662
armature->no_armature,41,4.824664736754404,0.08752592146863764
armature->no_armature,42,4.660780514789049,0.08571454114081084
armature->no_armature,43,4.506742802246363,0.08508315002092942
armature->no_armature,44,4.3451497554628045,0.08271229312960936
armature->no_armature,45,4.164306495036514,0.08212614180319118
armature->no_armature,46,4.003490778065129,0.08052266599094138
armature->no_armature,47,3.8300461667929357,0.07625450261251072
armature->no_armature,48,3.667174994061087,0.07079970888708904
armature->no_armature,49,3.508809103893176,0.0702592696401542
armature->no_armature,50,3.3808186236509177,0.06993389114991178
armature->no_armature,51,3.2359776829162965,0.07012816122139127
armature->no_armature,52,3.113509809365989,0.06852519278243933
armature->no_armature,53,2.98584508129114,0.06609108339977174
armature->no_armature,54,2.860494250114165,0.06529350099142542
armature->no_armature,55,2.6988421389975237,0.06191644114603412
armature->no_armature,56,2.565421891920016,0.0605593993733971
armature->no_armature,57,2.4674745947411596,0.05952561674633098
armature->no_armature,58,2.3114805820042137,0.057653760317509906
armature->no_armature,59,2.194348379877051,0.05576539634014
armature->no_armature,60,2.1096124275085475,0.05546919489863409
armature->no_armature,61,1.9881076678116134,0.055287396138963156
armature->no_armature,62,1.8795263156279123,0.05521499109360758
armature->no_armature,63,1.7749293363107235,0.05328075179884032
armature->no_armature,64,1.6712636817086377,0.05195887036747593
armature->no_armature,65,1.5821335820092464,0.04997648127594545
armature->no_armature,66,1.4768479515044375,0.045893459012147086
armature->no_armature,67,1.3890083511822267,0.0443237819751884
armature->no_armature,68,1.297430487736496,0.04203212793753805
armature->no_armature,69,1.2214053417869524,0.04073356321779406
armature->no_armature,70,1.161028940578673,0.03821108226004763
armature->no_armature,71,1.0826483892440482,0.03600482865638978
armature->no_armature,72,1.0101707428789857,0.03464928559508995
armature->no_armature,73,0.9143456774501064,0.032554753550025725
armature->no_armature,74,0.844062849423098,0.03192780391496052
armature->no_armature,75,0.7806673139957852,0.03062173604106257
armature->no_armature,76,0.7212725482157363,0.02965987020514692
armature->no_armature,77,0.6680647701215693,0.027797143810794737
armature->no_armature,78,0.6184406717987126,0.02685121041436056
armature->no_armature,79,0.5687686231652791,0.025401858215452607
armature->no_armature,80,0.5249545196447196,0.024787610735096242
armature->no_armature,81,0.4952267785351169,0.024289306896756076
armature->no_armature,82,0.46046432179848884,0.024529351967066813
armature->no_armature,83,0.46619611915999176,0.024560898155874967
armature->no_armature,84,0.43596636657525417,0.024329370805993893
armature->no_armature,85,0.40708262547539037,0.023887815425246334
armature->no_armature,86,0.37963275150724174,0.023192781410188518
armature->no_armature,87,0.35667440338863304,0.02372361875663421
armature->no_armature,88,0.3275147671297866,0.02435993453076937
armature->no_armature,89,0.33185304069585514,0.025047834950184065
no_armature->armature,1,33.89576107524264,0.4164858669959927
no_armature->armature,2,24.76129485750143,0.34918046419816723
no_armature->armature,3,20.571438836655698,0.23586302782886623
no_armature->armature,4,18.397852371428748,0.2322265955856334
no_armature->armature,5,16.319314915305608,0.23296168063108003
no_armature->armature,6,14.16978950304384,0.21567615224608624
no_armature->armature,7,12.70322966532139,0.21073131095058537
no_armature->armature,8,11.439633747964324,0.1975139683436405
no_armature->armature,9,10.490885601737203,0.1787698824429737
no_armature->armature,10,9.549676881815957,0.1661678528625384
no_armature->armature,11,8.766905134869601,0.1533453143815037
no_armature->armature,12,8.191446123903974,0.14026344313812159
