"","time","transition","N_sim","trans_no","edge.length"
"370",12.143978163021,"armature->no_armature",49,6,29
"371",12.1516631060976,"armature->no_armature",17,3,29
"372",12.1736404363448,"armature->no_armature",49,7,29
"373",12.1738255923333,"armature->no_armature",79,6,29
"374",12.1796405161946,"armature->no_armature",12,8,29
"375",12.1845896715137,"armature->no_armature",89,2,29
"376",12.1943974330214,"armature->no_armature",31,2,29
"377",12.2072489798021,"armature->no_armature",41,3,29
"378",12.2339354250637,"armature->no_armature",49,8,30
"379",12.2448385545825,"armature->no_armature",7,4,30
"380",12.2499467706765,"armature->no_armature",92,1,30
"381",12.2542496841715,"armature->no_armature",9,5,30
"382",12.2712076475661,"armature->no_armature",27,1,30
"383",12.3323426075676,"armature->no_armature",79,7,31
"384",12.3516911399808,"armature->no_armature",36,7,31
"385",12.3552154736894,"no_armature->armature",80,2,31
"386",12.3805503489642,"armature->no_armature",53,6,31
"387",12.3828300639738,"armature->no_armature",93,3,31
"388",12.3954829140498,"armature->no_armature",84,3,31
"389",12.4152229313118,"armature->no_armature",74,2,31
"390",12.4242857130783,"no_armature->armature",48,2,31
"391",12.4244963551052,"armature->no_armature",78,1,31
"392",12.432803218477,"armature->no_armature",81,2,31
"393",12.4490180533929,"armature->no_armature",48,2,31
"394",12.4509578900169,"armature->no_armature",67,4,31
"395",12.4727814890224,"armature->no_armature",64,1,31
"396",12.4811287246753,"armature->no_armature",53,7,31
"397",12.5129606341777,"armature->no_armature",99,1,31
"398",12.5196808366651,"armature->no_armature",69,2,31
"399",12.5346967982507,"armature->no_armature",82,5,31
"400",12.5544762481919,"armature->no_armature",91,7,31
"401",12.5611192261976,"armature->no_armature",75,1,31
"402",12.5620494968975,"armature->no_armature",87,8,31
"403",12.5779355868959,"no_armature->armature",84,2,31
"404",12.5911772510428,"armature->no_armature",97,4,31
"405",12.6091652525648,"armature->no_armature",43,2,31
"406",12.6621834787285,"armature->no_armature",72,3,31
"407",12.6781203678199,"armature->no_armature",92,2,31
"408",12.679532908793,"armature->no_armature",88,11,31
"409",12.68400575114,"armature->no_armature",2,1,31
"410",12.7251743163966,"armature->no_armature",71,1,31
"411",12.7431249993396,"armature->no_armature",65,1,31
"412",12.7603094666823,"armature->no_armature",20,4,31
"413",12.765599597145,"armature->no_armature",2,2,31
"414",12.7779077603392,"armature->no_armature",49,9,31
"415",12.7994296569742,"armature->no_armature",30,8,31
"416",12.8294512228071,"armature->no_armature",67,5,31
"417",12.8298215479409,"armature->no_armature",97,5,31
"418",12.8353157893072,"armature->no_armature",9,6,31
"419",12.8480939108087,"armature->no_armature",55,4,31
"420",12.8612119956684,"armature->no_armature",85,2,32
"421",12.8700919310521,"armature->no_armature",85,3,32
"422",12.8858742501343,"armature->no_armature",24,2,32
"423",12.9281174131639,"armature->no_armature",52,2,32
"424",12.9326853419622,"armature->no_armature",27,2,32
"425",12.9358263469708,"armature->no_armature",39,7,32
"426",12.9449282879247,"armature->no_armature",12,9,32
"427",12.9512507089885,"no_armature->armature",67,4,32
"428",13.0196916997948,"no_armature->armature",67,5,33
"429",13.0847709788965,"armature->no_armature",27,3,33
"430",13.0968392808918,"armature->no_armature",40,6,33
"431",13.1313911379103,"armature->no_armature",15,3,33
"432",13.1338957190445,"armature->no_armature",46,3,33
"433",13.1469449073668,"armature->no_armature",65,2,33
"434",13.1559729641525,"armature->no_armature",100,2,33
"435",13.1565244487281,"armature->no_armature",82,6,33
"436",13.1583468321886,"armature->no_armature",39,8,33
"437",13.1622975905299,"no_armature->armature",22,2,33
"438",13.1675177462083,"armature->no_armature",82,7,33
"439",13.1879381864683,"armature->no_armature",18,3,33
"440",13.1891675991024,"armature->no_armature",33,4,33
