transition,trans_no,avg_time,SE_time
megaherbivore->other,1,117.691720702804,5.506662529974772
megaherbivore->other,2,85.22457490050533,4.879699263449243
megaherbivore->other,3,56.41167389040452,3.1812609612567537
megaherbivore->other,4,39.12484039065629,2.1196454103036193
megaherbivore->other,5,28.390752073200844,1.6426471645037948
megaherbivore->other,6,22.757732684518466,1.3052865355458103
megaherbivore->other,7,18.30900703233485,1.0427632381942233
megaherbivore->other,8,15.826746058218049,0.9552808959741054
megaherbivore->other,9,13.075709180318919,0.7681339458763145
megaherbivore->other,10,10.963564574700298,0.6133015889616632
megaherbivore->other,11,9.344734359497332,0.5538671715585861
megaherbivore->other,12,7.8450800395240705,0.445347055915728
megaherbivore->other,13,6.504311457637913,0.37116921086791516
megaherbivore->other,14,5.186763027078893,0.3274944655391591
megaherbivore->other,15,4.288124839003111,0.292147172576635
megaherbivore->other,16,3.3958559044753995,0.23779398846431196
megaherbivore->other,17,2.8041545138821213,0.20626003455854197
megaherbivore->other,18,2.2136936373979297,0.16921062609321771
megaherbivore->other,19,1.755628338108842,0.15651161409329994
megaherbivore->other,20,1.3801453456452761,0.138010477755427
megaherbivore->other,21,1.0428162814781594,0.09695610526949477
megaherbivore->other,22,0.8038584271554072,0.08773317981710146
megaherbivore->other,23,0.6611305408270921,0.08225917166333475
megaherbivore->other,24,0.5782511780810429,0.07571778812819455
megaherbivore->other,25,0.4540548177863361,0.07061808271109962
other->megaherbivore,1,101.00473976925686,3.747270604563927
other->megaherbivore,2,65.56841630447173,1.8167215247200086
other->megaherbivore,3,52.19366351143886,1.2495510730203898
other->megaherbivore,4,42.61395879005215,0.9802082155854913
other->megaherbivore,5,33.96896548777337,0.8811389795363863
other->megaherbivore,6,27.65811943268184,0.6369483953507863
other->megaherbivore,7,24.17605432832242,0.45615328721111803
other->megaherbivore,8,21.635200339051014,0.291112144841515
other->megaherbivore,9,19.65943782896521,0.29291878048566927
other->megaherbivore,10,17.806136035859538,0.30147998985132307
other->megaherbivore,11,16.08881520588197,0.3489243052128104
other->megaherbivore,12,13.74595497420474,0.3432578076665522
other->megaherbivore,13,11.939635453798624,0.31214802102780564
other->megaherbivore,14,10.23601482074698,0.2788432894966494
other->megaherbivore,15,8.697716002711491,0.20472696173638225
other->megaherbivore,16,7.7770154813219925,0.19464991921038546
other->megaherbivore,17,6.895878783113433,0.15785936233672837
other->megaherbivore,18,6.127241962347464,0.14341893106299544
other->megaherbivore,19,5.431713528306645,0.13731329682405832
other->megaherbivore,20,4.809912625336352,0.11891214454462667
other->megaherbivore,21,4.280740028381133,0.1097357369927533
other->megaherbivore,22,3.7052148456532725,0.10020792844857503
other->megaherbivore,23,3.274100781326386,0.10138076976913366
other->megaherbivore,24,2.910672754149946,0.09181554864546625
other->megaherbivore,25,2.5796380938032577,0.08355566586324667
other->megaherbivore,26,2.293579945007365,0.07587467683655069
other->megaherbivore,27,2.0286415513097378,0.07236773966766129
other->megaherbivore,28,1.7645014152433973,0.06394291666326947
other->megaherbivore,29,1.529318286930904,0.057447644635960166
other->megaherbivore,30,1.3284009582161225,0.05231655855850938
other->megaherbivore,31,1.1102979262903316,0.04964057045861751
other->megaherbivore,32,0.9166509235523012,0.046063567690192465
other->megaherbivore,33,0.7461634283023255,0.04166849361350624
other->megaherbivore,34,0.6008006009426845,0.03647905520831376
other->megaherbivore,35,0.4823544153747018,0.030317817234880338
other->megaherbivore,36,0.37988226321813434,0.023674569439026384
other->megaherbivore,37,0.2909332467516047,0.02111926720269775
other->megaherbivore,38,0.23610969590272993,0.017991361390387157
other->megaherbivore,39,0.18704428386931474,0.016360831818779526
other->megaherbivore,40,0.14284035055480157,0.014925648834038218
