"","time","transition","N_sim","trans_no","edge.length"
"9586",203.52473759119,"herb_small->non_herb_small",53,32,477
"9587",203.526891469638,"herb_small->non_herb_small",91,21,477
"9588",203.527671162876,"non_herb_small->herb_small",56,18,477
"9589",203.532395794375,"non_herb_large->non_herb_small",43,25,477
"9590",203.534751255198,"non_herb_large->non_herb_small",43,26,477
"9591",203.535083069114,"non_herb_large->non_herb_small",59,29,477
"9592",203.537047316285,"non_herb_small->non_herb_large",43,8,477
"9593",203.537193721976,"herb_small->non_herb_small",16,28,477
"9594",203.540763115547,"herb_small->non_herb_small",61,19,477
"9595",203.542220631107,"herb_large->non_herb_large",64,3,477
"9596",203.543356829379,"herb_small->non_herb_small",47,39,477
"9597",203.543457153748,"non_herb_small->non_herb_large",24,8,477
"9598",203.543609087842,"herb_small->non_herb_small",2,25,477
"9599",203.544648242846,"herb_small->non_herb_small",93,31,477
"9600",203.545345012465,"non_herb_small->non_herb_large",49,11,477
"9601",203.545634244846,"herb_small->non_herb_small",47,40,477
"9602",203.545857856095,"herb_small->non_herb_small",15,25,477
"9603",203.545978408956,"herb_small->non_herb_small",79,34,477
"9604",203.547571167185,"herb_small->non_herb_small",18,34,477
"9605",203.549420648779,"non_herb_small->non_herb_large",26,5,477
"9606",203.551619508804,"non_herb_small->herb_small",48,23,477
"9607",203.552993323125,"non_herb_small->non_herb_large",74,6,477
"9608",203.553870486605,"non_herb_small->herb_small",77,24,477
"9609",203.554221498853,"herb_small->non_herb_small",31,26,477
