transition,trans_no,avg_time,SE_time
armature->no_armature,1,33.077767479671174,0.4009302391022568
armature->no_armature,2,30.526283845680307,0.3496255879963768
armature->no_armature,3,28.80149625508675,0.3037829094654798
armature->no_armature,4,27.35614123207093,0.2975860842088163
armature->no_armature,5,25.881302687189955,0.29723145857497113
armature->no_armature,6,24.654396876253013,0.2998583297507187
armature->no_armature,7,23.599963933477213,0.33027641543290653
armature->no_armature,8,22.26672746984148,0.35285396570106636
armature->no_armature,9,21.100184781181813,0.3599947837221793
armature->no_armature,10,20.10414660212076,0.36914584734824085
armature->no_armature,11,18.875325872293068,0.3903784899436213
armature->no_armature,12,17.52914017250041,0.3830555290437918
armature->no_armature,13,16.481754059995968,0.3694808123085291
armature->no_armature,14,15.51576764282644,0.35253337433774096
armature->no_armature,15,14.68764652552752,0.3410394235480114
armature->no_armature,16,13.812822959575541,0.3262725705631819
armature->no_armature,17,13.032916371115123,0.31594264639949193
armature->no_armature,18,12.443947311564015,0.31318304382698486
armature->no_armature,19,11.827312897020073,0.29130304369916793
armature->no_armature,20,11.30411511815435,0.26424713193426796
armature->no_armature,21,10.72153737028349,0.2531350560678123
armature->no_armature,22,10.31673143336116,0.240640090531784
armature->no_armature,23,9.80686973489234,0.22434810518004536
armature->no_armature,24,9.32821388366576,0.21691597364343404
armature->no_armature,25,8.931841271826336,0.2062596415353746
armature->no_armature,26,8.612827199957941,0.1877780127554646
armature->no_armature,27,8.31410843091381,0.18191984778929768
armature->no_armature,28,8.000617185725481,0.183182506018223
armature->no_armature,29,7.731538424514466,0.18207551676984657
armature->no_armature,30,7.410680225340035,0.17615058530585076
armature->no_armature,31,7.125253339244322,0.16856652842508288
armature->no_armature,32,6.885475907794514,0.1630684729432976
armature->no_armature,33,6.630386513196112,0.16008046156743252
armature->no_armature,34,6.418126026758295,0.15333590752285575
armature->no_armature,35,6.227485015064069,0.15103872652910508
armature->no_armature,36,5.9823596578625855,0.1454675506367105
armature->no_armature,37,5.772351340690118,0.14178665609629482
armature->no_armature,38,5.553121476075304,0.13547150483572776
armature->no_armature,39,5.370055630495532,0.13168921284865887
armature->no_armature,40,5.152482265826533,0.12929784100569125
armature->no_armature,41,4.960312411464143,0.12244339826045826
armature->no_armature,42,4.781944920029756,0.11764680399131856
armature->no_armature,43,4.607585463455995,0.11164703492278837
armature->no_armature,44,4.437207761429801,0.10852086694433767
armature->no_armature,45,4.260144196177126,0.10376876693943624
armature->no_armature,46,4.11860979801957,0.1006645927034094
armature->no_armature,47,3.9616917764794404,0.1016485198301407
armature->no_armature,48,3.7874582277492967,0.10308472596626354
armature->no_armature,49,3.6334205323242683,0.10060651156735942
armature->no_armature,50,3.499448909611886,0.10279801453162805
armature->no_armature,51,3.3759106637163816,0.10146920518803892
armature->no_armature,52,3.2319980285821384,0.09845312322100622
armature->no_armature,53,3.0898541688562218,0.09900236267861538
armature->no_armature,54,2.9660988205751955,0.0994603024226831
armature->no_armature,55,2.858950171213688,0.09883413482143537
armature->no_armature,56,2.7229910406055065,0.09474454824171201
armature->no_armature,57,2.604541068374542,0.09195978664962452
armature->no_armature,58,2.4927559236415733,0.08954628683707139
armature->no_armature,59,2.380306330550837,0.09014211691540568
armature->no_armature,60,2.2427054872763854,0.0843750580787213
armature->no_armature,61,2.118502392512048,0.0826998286149004
armature->no_armature,62,2.0107120298407937,0.08016080504151342
armature->no_armature,63,1.8954087118401854,0.07875652668974205
armature->no_armature,64,1.7950041399864427,0.077123363256723
armature->no_armature,65,1.686428593055405,0.07494931386863618
armature->no_armature,66,1.5839604778886407,0.07117022695175584
armature->no_armature,67,1.4947112137795089,0.07003969558777734
armature->no_armature,68,1.4055535900778209,0.06710181516507886
armature->no_armature,69,1.327691109723685,0.0648587172611896
armature->no_armature,70,1.2365964499626008,0.06255555185222152
armature->no_armature,71,1.1541657479871945,0.06059588882780959
armature->no_armature,72,1.0725730736451973,0.05984731551266461
armature->no_armature,73,0.9987895798950965,0.05618486211537556
armature->no_armature,74,0.9443021202433333,0.05461082486709929
armature->no_armature,75,0.8862716276337542,0.05282383480600274
armature->no_armature,76,0.8278517318023209,0.05006562976174679
armature->no_armature,77,0.7616243034321293,0.04881136710495483
armature->no_armature,78,0.7232423754360683,0.047704553414480086
armature->no_armature,79,0.6682859246083486,0.044962882130354785
armature->no_armature,80,0.6258680564921869,0.044713411096702106
armature->no_armature,81,0.5959598183868009,0.04380597201174021
armature->no_armature,82,0.5574267122056112,0.043101335291225513
armature->no_armature,83,0.5315089749406282,0.042908555985879934
armature->no_armature,84,0.4903066984174266,0.040914630731925854
armature->no_armature,85,0.4545539259188442,0.03867548963085237
armature->no_armature,86,0.41671744024126356,0.0391458454951907
armature->no_armature,87,0.389607319248553,0.037942111421866875
armature->no_armature,88,0.3638451694637092,0.03708455319115753
armature->no_armature,89,0.339949247420183,0.03745540813341334
armature->no_armature,90,0.30716867444949564,0.03762456405815261
armature->no_armature,91,0.2889226158554413,0.04003198533232737
no_armature->armature,1,34.60589434554641,0.5553392181907337
no_armature->armature,2,24.795121916646877,0.5555041209665039
no_armature->armature,3,20.89077510840015,0.4199655404496444
no_armature->armature,4,18.036845425499084,0.3423977134072682
no_armature->armature,5,15.912193552988477,0.3446084562398753
no_armature->armature,6,14.150550568578701,0.30151066951287003
no_armature->armature,7,12.692149415776399,0.2490749093689515
no_armature->armature,8,11.431593212029473,0.23368031909451675
no_armature->armature,9,10.412291259441126,0.21563633465557705
no_armature->armature,10,9.475777546790306,0.20852318877459283
