"","Condition_Met"
"Ctenomys_frater",0
"Ctenomys_budini",0
"Ctenomys_conoveri",0
"Ctenomys_leucodon",0
"Ctenomys_opimus",0
"Ctenomys_fulvus",0
"Ctenomys_coludo",0
"Ctenomys_scagliai",0
"Ctenomys_saltarius",0
"Ctenomys_maulinus",0
"Ctenomys_steinbachi",0
"Ctenomys_goodfellowi",0
"Ctenomys_boliviensis",0
"Ctenomys_fodax",0
"Ctenomys_coyhaiquensis",0
"Ctenomys_sericeus",0
"Ctenomys_haigi",0
"Ctenomys_magellanicus",0
"Ctenomys_tucumanus",0
"Ctenomys_juris",0
"Ctenomys_occultus",0
"Ctenomys_argentinus",0
"Ctenomys_latro",0
"Ctenomys_pilarensis",0
"Ctenomys_talarum",0
"Abrocoma_bennettii",0
"Abrocoma_budini",0
"Abrocoma_cinerea",0
"Cuscomys_ashaninka",0
"Cuscomys_oblativa",0
"Lagidium_viscacia",0
"Lagidium_wolffsohni",0
"Chinchilla_lanigera",0
"Chinchilla_chinchilla",0
"Lagostomus_crassus",0
"Lagostomus_maximus",0
"Dinomys_branickii",1
"Microcavia_australis",0
"Microcavia_niata",0
"Cavia_patzelti",0
"Cavia_aperea",0
"Cavia_tschudii",0
"Cavia_fulgida",0
"Cavia_magna",0
"Galea_spixii",0
"Galea_musteloides",0
"Hydrochoerus_hydrochaeris",1
"Hydrochoerus_isthmius",1
"Neochoerus_aesopi",1
"Kerodon_acrobata",0
"Kerodon_rupestris",0
"Dolichotis_salinicola",0
"Dolichotis_patagonum",0
"Myoprocta_acouchy",0
"Myoprocta_pratti",0
"Dasyprocta_punctata",0
"Dasyprocta_azarae",0
"Cuniculus_paca",0
"Cuniculus_taczanowskii",0
"Coendou_quichua",0
"Coendou_rufescens",0
"Coendou_mexicanus",0
"Coendou_baturitensis",0
"Coendou_prehensilis",0
"Coendou_bicolor",0
"Coendou_nycthemera",0
"Coendou_spinosus",0
"Coendou_insidiosus",0
"Coendou_melanurus",0
"Coendou_pruinosus",0
"Coendou_vestitus",0
"Coendou_ichillus",0
"Erethizon_dorsatum",0
"Chaetomys_subspinosus",0
"Petromus_typicus",0
"Thryonomys_swinderianus",0
"Thryonomys_gregorianus",0
"Heliophobius_argenteocinereus",0
"Fukomys_ochraceocinereus",0
"Fukomys_foxi",0
"Fukomys_mechowi",0
"Fukomys_darlingi",0
"Fukomys_damarensis",0
"Fukomys_anselli",0
"Fukomys_kafuensis",0
"Fukomys_bocagei",0
"Cryptomys_hottentotus",0
"Georychus_capensis",0
"Bathyergus_suillus",0
"Bathyergus_janetta",0
"Heterocephalus_glaber",0
"Atherurus_macrourus",0
"Atherurus_africanus",0
"Hystrix_brachyura",0
"Hystrix_javanica",1
"Hystrix_indica",1
"Hystrix_africaeaustralis",1
"Hystrix_cristata",1
"Trichys_fasciculata",0
"Massoutiera_mzabi",0
"Ctenodactylus_vali",0
"Ctenodactylus_gundi",0
"Felovia_vae",0
"Laonastes_aenigmamus",0
"Brachiones_przewalskii",0
"Rhombomys_opimus",0
"Meriones_unguiculatus",0
"Meriones_shawi",0
"Meriones_grandis",0
"Meriones_persicus",0
"Meriones_rex",0
"Psammomys_obesus",0
"Psammomys_vexillaris",0
"Taterillus_arenarius",0
"Taterillus_congicus",0
"Sekeetamys_calurus",0
"Gerbillus_nigeriae",0
"Gerbillus_gerbillus",0
"Microdillus_peeli",0
"Pachyuromys_duprasi",0
"Desmodilliscus_braueri",0
"Gerbilliscus_robustus",0
"Gerbilliscus_nigricaudus",0
"Gerbilliscus_kempi",0
"Gerbilliscus_gambiana",0
"Gerbilliscus_guineae",0
"Gerbilliscus_validus",0
"Gerbilliscus_leucogaster",0
"Gerbilliscus_afra",0
"Gerbilliscus_boehmi",0
"Gerbillurus_paeba",0
"Gerbillurus_tytonis",0
"Desmodillus_auricularis",0
"Tatera_indica",0
"Gerbillurus_setzeri",0
"Gerbillurus_vallinus",0
"Deomys_ferrugineus",0
"Lophuromys_sikapusi",0
"Lophuromys_eisentrauti",0
"Lophuromys_flavopunctatus",0
"Lophuromys_brevicaudus",0
"Acomys_cineraceus",0
"Acomys_cahirinus",0
"Acomys_minous",0
"Acomys_cilicicus",0
"Acomys_nesiotes",0
"Acomys_percivali",0
"Acomys_wilsoni",0
"Acomys_russatus",0
"Acomys_spinosissimus",0
"Acomys_subspinosus",0
"Acomys_louisae",0
"Uranomys_ruddi",0
"Batomys_granti",0
"Crateromys_heaneyi",0
"Crateromys_australis",0
"Batomys_salomonseni",0
"Carpomys_phaeurus",0
"Carpomys_melanurus",0
"Phloeomys_cumingi",0
"Phloeomys_pallidus",0
"Maxomys_surifer",0
"Maxomys_bartelsii",0
"Maxomys_whiteheadi",0
"Crunomys_suncoides",0
"Crunomys_melanius",0
"Sommeromys_macrorhinos",0
"Echiothrix_centrosa",0
"Echiothrix_leucura",0
"Paucidentomys_vermidax",0
"Melasmothrix_naso",0
"Tateomys_macrocercus",0
"Tateomys_rhinogradoides",0
"Pithecheir_melanurus",0
"Pithecheir_parvus",0
"Pithecheirops_otion",0
"Chiromyscus_chiropus",0
"Niviventer_cremoriventer",0
"Niviventer_cameroni",0
"Niviventer_rapit",0
"Niviventer_langbianis",0
"Niviventer_andersoni",0
"Niviventer_excelsior",0
"Niviventer_confucianus",0
"Niviventer_niviventer",0
"Niviventer_fulvescens",0
"Niviventer_brahma",0
"Niviventer_eha",0
"Niviventer_tenaster",0
"Niviventer_coninga",0
"Niviventer_culturatus",0
"Leopoldamys_neilli",0
"Leopoldamys_edwardsi",0
"Leopoldamys_ciliatus",0
"Leopoldamys_sabanus",0
"Dacnomys_millardi",0
"Bandicota_bengalensis",0
"Bandicota_savilei",0
"Bandicota_indica",0
"Nesokia_indica",0
"Nesokia_bunnii",0
"Tarsomys_apoensis",0
"Tarsomys_echinatus",0
"Limnomys_sibuanus",0
"Limnomys_bryophilus",0
"Rattus_everetti",0
"Rattus_exulans",0
"Rattus_losea",0
"Rattus_adustus",0
"Rattus_tiomanicus",0
"Rattus_baluensis",0
"Rattus_rattus",0
"Rattus_tanezumi",0
"Rattus_andamanensis",0
"Rattus_hoffmanni",0
"Rattus_argentiventer",0
"Rattus_nitidus",0
"Rattus_norvegicus",0
"Rattus_satarae",0
"Rattus_fuscipes",0
"Rattus_niobe",0
"Rattus_arfakienis",0
"Rattus_giluwensis",0
"Rattus_praetor",0
"Rattus_nikenii",0
"Rattus_verecundus",0
"Rattus_novaeguineae",0
"Rattus_steini",0
"Rattus_leucopus",0
"Rattus_lutreolus",0
"Rattus_tunneyi",0
"Rattus_villosissimus",0
"Rattus_colletti",0
"Rattus_sordidus",0
"Diplothrix_legata",0
"Bunomys_chrysocomus",0
"Bunomys_andrewsi",0
"Paruromys_dominator",0
"Sundamys_muelleri",0
"Sundamys_infraluteus",0
"Bullimus_luzonicus",0
"Bullimus_gamay",0
"Bullimus_bagobus",0
"Berylmys_bowersi",0
"Berylmys_berdmorei",0
"Pseudoberylmys_muongbangensis",0
"Srilankamys_ohiensis",0
"Micromys_minutus",0
"Apomys_abrae",0
"Apomys_datae",0
"Apomys_hylocetes",0
"Apomys_insignis",0
"Apomys_camiguinensis",0
"Apomys_microdon",0
"Apomys_musculus",0
"Chrotomys_silaceus",0
"Chrotomys_sibuyanensis",0
"Chrotomys_whiteheadi",0
"Chrotomys_gonzalesi",0
"Rhynchomys_isarogensis",0
"Rhynchomys_banahao",0
"Soricomys_kalinga",0
"Archboldomys_luzonensis",0
"Chiruromys_vates",0
"Chiruromys_forbesi",0
"Anisomys_imitator",0
"Pogonomys_macrourus",0
"Pogonomys_sylvestris",0
"Pogonomys_loriae",0
"Pogonomys_fergussoniensis",0
"Hyomys_goliath",0
"Hyomys_dammermani",0
"Macruromys_major",0
"Macruromys_elegans",0
"Lorentzimys_nouhuysi",0
"Melomys_rufescens",0
"Melomys_cervinipes",0
"Solomys_ponceleti",0
"Solomys_salebrosus",0
"Paramelomys_levipes",0
"Paramelomys_lorentzii",0
"Paramelomys_naso",0
"Conilurus_albipes",0
"Conilurus_penicillatus",0
"Mesembriomys_gouldii",0
"Mesembriomys_macrurus",0
"Leporillus_conditor",0
"Leporillus_apicalis",0
"Zyzomys_pedunculatus",0
"Zyzomys_maini",0
"Zyzomys_woodwardi",0
"Zyzomys_argurus",0
"Notomys_mitchellii",0
"Notomys_aquilo",0
"Notomys_fuscus",0
"Notomys_alexis",0
"Notomys_cervinus",0
"Pseudomys_higginsi",0
"Pseudomys_australis",0
"Pseudomys_occidentalis",0
"Pseudomys_patrius",0
"Pseudomys_johnsoni",0
"Pseudomys_fumeus",0
"Pseudomys_chapmani",0
"Pseudomys_albocinereus",0
"Pseudomys_apodemoides",0
"Pseudomys_calabyi",0
"Pseudomys_oralis",0
"Pseudomys_desertor",0
"Pseudomys_delicatulus",0
"Pseudomys_pilligaensis",0
"Pseudomys_gracilicaudatus",0
"Pseudomys_nanus",0
"Pseudomys_novaehollandiae",0
"Pseudomys_bolami",0
"Pseudomys_shortridgei",0
"Pseudomys_hermannsburgensis",0
"Pseudomys_fieldi",0
"Mastacomys_fuscus",0
"Leggadina_forresti",0
"Leggadina_lakedownensis",0
"Uromys_caudimaculatus",0
"Uromys_siebersi",0
"Uromys_anak",0
"Pseudohydromys_murinus",0
"Pseudohydromys_occidentalis",0
"Pseudohydromys_ellermani",0
"Pseudohydromys_fuscus",0
"Xeromys_myoides",0
"Leptomys_elegans",0
"Leptomys_ernstmayri",0
"Hydromys_chrysogaster",0
"Hydromys_hussoni",0
"Baiyankamys_habbema",0
"Baiyankamys_shawmayeri",0
"Parahydromys_asper",0
"Mammelomys_lanosus",0
"Mammelomys_rattoides",0
"Mallomys_rothschildi",0
"Mallomys_aroaensis",0
"Microhydromys_richardsoni",0
"Microhydromys_argenteus",0
"Pogonomelomys_bruijnii",0
"Pogonomelomys_brassi",0
"Pogonomelomys_mayeri",0
"Chiropodomys_gliroides",0
"Chiropodomys_calamianensis",0
"Hapalomys_delacouri",0
"Hapalomys_longicaudatus",0
"Haeromys_minahassae",0
"Haeromys_margarettae",0
"Mus_crociduroides",0
"Mus_pahari",0
"Mus_mattheyi",0
"Mus_haussa",0
"Mus_musculoides",0
"Mus_minutoides",0
"Mus_tenellus",0
"Mus_indutus",0
"Mus_setulosus",0
"Mus_bufo",0
"Mus_baoulei",0
"Mus_sorella",0
"Mus_terricolor",0
"Mus_famulus",0
"Mus_fragilicauda",0
"Mus_booduga",0
"Mus_musculus",0
"Mus_spicilegus",0
"Mus_macedonicus",0
"Mus_cypriacus",0
"Mus_spretus",0
"Mus_cookii",0
"Mus_cervicolor",0
"Mus_caroli",0
"Mus_saxicola",0
"Mus_platythrix",0
"Muriculus_imberbis",0
"Malacomys_edwardsi",0
"Malacomys_longipes",0
"Tokudaia_muenninki",0
"Tokudaia_tokunoshimensis",0
"Tokudaia_osimensis",0
"Apodemus_chevrieri",0
"Apodemus_agrarius",0
"Apodemus_semotus",0
"Apodemus_draco",0
"Apodemus_latronum",0
"Apodemus_peninsulae",0
"Apodemus_speciosus",0
"Apodemus_argenteus",0
"Apodemus_gurkha",0
"Apodemus_mystacinus",0
"Apodemus_epimelas",0
"Apodemus_alpicola",0
"Apodemus_flavicollis",0
"Apodemus_ponticus",0
"Apodemus_sylvaticus",0
"Apodemus_witherbyi",0
"Apodemus_uralensis",0
"Apodemus_pallipes",0
"Stenocephalemys_albocaudata",0
"Stenocephalemys_albipes",0
"Stenocephalemys_griseicauda",0
"Praomys_delectorum",0
"Mastomys_pernanus",0
"Heimyscus_fumosus",0
"Hylomyscus_alleni",0
"Hylomyscus_parvus",0
"Hylomyscus_stella",0
"Hylomyscus_baeri",0
"Hylomyscus_aeta",0
"Hylomyscus_grandis",0
"Hylomyscus_denniae",0
"Zelotomys_hildegardeae",0
"Zelotomys_woosnami",0
"Colomys_goslingi",0
"Nilopegamys_plumbeus",0
"Myomyscus_verreauxii",0
"Praomys_lukolelae",0
"Praomys_verschureni",0
"Praomys_misonnei",0
"Praomys_tullbergi",0
"Praomys_rostratus",0
"Praomys_petteri",0
"Praomys_hartwigi",0
"Praomys_obscurus",0
"Praomys_derooi",0
"Praomys_daltoni",0
"Praomys_degraaffi",0
"Praomys_jacksoni",0
"Praomys_minor",0
"Mastomys_erythroleucus",0
"Mastomys_natalensis",0
"Mastomys_awashensis",0
"Mastomys_coucha",0
"Mastomys_huberti",0
"Mastomys_kollmannspergeri",0
"Myomyscus_brockmani",0
"Myomyscus_yemeni",0
"Vandeleuria_nilagirica",0
"Vandeleuria_oleracea",0
"Vandeleuria_nolthenii",0
"Millardia_meltada",0
"Millardia_kathleenae",0
"Cremnomys_cutchicus",0
"Cremnomys_elvira",0
"Madromys_blanfordi",0
"Diomys_crumpi",0
"Stochomys_longicaudatus",0
"Hybomys_univittatus",0
"Hybomys_badius",0
"Dephomys_defua",0
"Desmomys_harringtoni",0
"Desmomys_yaldeni",0
"Arvicanthis_abyssinicus",0
"Arvicanthis_niloticus",0
"Arvicanthis_nairobae",0
"Arvicanthis_neumanni",0
"Lemniscomys_rosalia",0
"Lemniscomys_striatus",0
"Rhabdomys_pumilio",0
"Mylomys_dybowskii",0
"Mylomys_rex",0
"Pelomys_campanae",0
"Pelomys_fallax",0
"Dasymys_incomtus",0
"Dasymys_rufulus",0
"Grammomys_macmillani",0
"Thallomys_paedulcus",0
"Thallomys_loringi",0
"Grammomys_ibeanus",0
"Grammomys_dolichurus",0
"Aethomys_kaiseri",0
"Aethomys_ineptus",0
"Aethomys_chrysophilus",0
"Aethomys_namaquensis",0
"Aethomys_granti",0
"Oenomys_hypoxanthus",0
"Oenomys_ornatus",0
"Golunda_ellioti",0
"Parotomys_littledalei",0
"Otomys_laminatus",0
"Otomys_saundersiae",0
"Otomys_irroratus",0
"Otomys_typus",0
"Otomys_occidentalis",0
"Otomys_burtoni",0
"Otomys_tropicalis",0
"Otomys_angoniensis",0
"Otomys_unisulcatus",0
"Otomys_sloggetti",0
"Otomys_barbouri",0
"Otomys_lacustris",0
"Otomys_anchietae",0
"Otomys_denti",0
"Lophiomys_imhausi",0
"Ototylomys_phyllotis",0
"Tylomys_bullaris",0
"Tylomys_nudicaudus",0
"Nyctomys_sumichrasti",0
"Otonyctomys_hatti",0
"Neusticomys_ferreirai",0
"Neusticomys_monticolus",0
"Andinomys_edax",0
"Abrothrix_longipilis",0
"Abrothrix_jelskii",0
"Abrothrix_lanosus",0
"Abrothrix_olivaceus",0
"Abrothrix_andinus",0
"Geoxus_valdivianus",0
"Pearsonomys_annectens",0
"Chelemys_megalonyx",0
"Chelemys_delfini",0
"Chelemys_macronyx",0
"Notiomys_edwardsii",0
"Wiedomys_pyrrhorhinos",0
"Wiedomys_cerradensis",0
"Graomys_griseoflavus",0
"Graomys_centralis",0
"Graomys_domorum",0
"Eligmodontia_typus",0
"Eligmodontia_moreni",0
"Eligmodontia_puerulus",0
"Eligmodontia_morgani",0
"Andalgalomys_pearsoni",0
"Andalgalomys_olrogi",0
"Salinomys_delicatus",0
"Phyllotis_anitae",0
"Phyllotis_osilae",0
"Phyllotis_andium",0
"Phyllotis_gerbillus",0
"Phyllotis_amicus",0
"Phyllotis_xanthopygus",0
"Phyllotis_bonariensis",0
"Phyllotis_limatus",0
"Phyllotis_darwini",0
"Phyllotis_magister",0
"Phyllotis_osgoodi",0
"Phyllotis_wolffsohni",0
"Tapecomys_primus",0
"Auliscomys_sublimis",0
"Auliscomys_pictus",0
"Auliscomys_boliviensis",0
"Loxodontomys_micropus",0
"Loxodontomys_pikumche",0
"Calomys_musculinus",0
"Calomys_lepidus",0
"Calomys_sorellus",0
"Calomys_venustus",0
"Calomys_fecundus",0
"Calomys_callosus",0
"Calomys_tocantinsi",0
"Calomys_expulsus",0
"Calomys_laucha",0
"Calomys_tener",0
"Calomys_hummelincki",0
"Delomys_dorsalis",0
"Delomys_collinus",0
"Delomys_sublineatus",0
"Scolomys_ucayalensis",0
"Scolomys_melanops",0
"Zygodontomys_brevicauda",0
"Zygodontomys_brunneus",0
"Handleyomys_saturatior",0
"Handleyomys_alfaroi",0
"Handleyomys_intectus",0
"Transandinomys_talamancae",0
"Transandinomys_bolivaris",0
"Euryoryzomys_emmonsae",0
"Euryoryzomys_macconnelli",0
"Euryoryzomys_nitidus",0
"Euryoryzomys_lamia",0
"Euryoryzomys_russatus",0
"Nephelomys_auriventer",0
"Nephelomys_albigularis",0
"Oecomys_paricola",0
"Oecomys_catherinae",0
"Oecomys_rex",0
"Oecomys_auyantepui",0
"Oecomys_bicolor",0
"Oecomys_superans",0
"Oecomys_roberti",0
"Oecomys_concolor",0
"Oecomys_mamorae",0
"Oecomys_trinitatis",0
"Oecomys_rutilus",0
"Hylaeamys_yunganus",0
"Hylaeamys_laticeps",0
"Hylaeamys_acritus",0
"Hylaeamys_megacephalus",0
"Hylaeamys_perenensis",0
"Microakodontomys_transitorius",0
"Oligoryzomys_fornesi",0
"Oligoryzomys_longicaudatus",0
"Oligoryzomys_magellanicus",0
"Oligoryzomys_flavescens",0
"Oligoryzomys_andinus",0
"Oligoryzomys_nigripes",0
"Oligoryzomys_stramineus",0
"Oligoryzomys_chacoensis",0
"Oligoryzomys_eliurus",0
"Oligoryzomys_destructor",0
"Oligoryzomys_rupestris",0
"Oligoryzomys_fulvescens",0
"Oligoryzomys_moojeni",0
"Oligoryzomys_vegetus",0
"Oligoryzomys_microtis",0
"Oreoryzomys_balneator",0
"Microryzomys_minutus",0
"Microryzomys_altissimus",0
"Neacomys_minutus",0
"Neacomys_spinosus",0
"Neacomys_dubosti",0
"Neacomys_musseri",0
"Neacomys_guianae",0
"Neacomys_paracou",0
"Eremoryzomys_polius",0
"Lundomys_molitor",0
"Pseudoryzomys_simplex",0
"Holochilus_sciureus",0
"Holochilus_chacarius",0
"Holochilus_brasiliensis",0
"Oryzomys_couesi",0
"Oryzomys_palustris",0
"Sigmodontomys_alfari",0
"Sigmodontomys_aphrastus",0
"Melanomys_caliginosus",0
"Melanomys_robustulus",0
"Nesoryzomys_swarthi",0
"Nesoryzomys_narboroughi",0
"Nesoryzomys_fernandinae",0
"Aegialomys_xanthaeolus",0
"Aegialomys_galapagoensis",0
"Nectomys_squamipes",0
"Nectomys_apicalis",0
"Amphinectomys_savamis",0
"Cerradomys_subflavus",0
"Cerradomys_scotti",0
"Sooretamys_angouya",0
"Reithrodon_auritus",0
"Reithrodon_typicus",0
"Irenomys_tarsalis",0
"Euneomys_fossor",0
"Euneomys_chinchilloides",0
"Rhagomys_longilingua",0
"Rhagomys_rufescens",0
"Wilfredomys_oenax",0
"Juliomys_pictipes",0
"Juliomys_rimofrons",0
"Lenoxus_apicalis",0
"Brucepattersonius_soricinus",0
"Brucepattersonius_albinasus",0
"Blarinomys_breviceps",0
"Bibimys_chacoensis",0
"Bibimys_labiosus",0
"Kunsia_tomentosus",0
"Kunsia_fronto",0
"Scapteromys_aquaticus",0
"Scapteromys_tumidus",0
"Thaptomys_nigrita",0
"Akodon_toba",0
"Akodon_dolores",0
"Akodon_molinae",0
"Akodon_dayi",0
"Akodon_iniscatus",0
"Akodon_mimus",0
"Neomicroxus_bogotensis",0
"Akodon_torques",0
"Akodon_orophilus",0
"Akodon_aerosus",0
"Akodon_affinis",0
"Akodon_mollis",0
"Akodon_budini",0
"Akodon_siberiae",0
"Akodon_albiventer",0
"Akodon_simulator",0
"Akodon_varius",0
"Akodon_azarae",0
"Akodon_boliviensis",0
"Akodon_spegazzinii",0
"Akodon_leucolimnaeus",0
"Akodon_sylvanus",0
"Akodon_pervalens",0
"Akodon_lutescens",0
"Akodon_subfuscus",0
"Akodon_fumeus",0
"Akodon_kofordi",0
"Akodon_juninensis",0
"Akodon_cursor",0
"Akodon_montensis",0
"Akodon_paranaensis",0
"Akodon_mystax",0
"Akodon_reigi",0
"Akodon_philipmyersi",0
"Akodon_lindberghi",0
"Akodon_serrensis",0
"Deltamys_kempi",0
"Necromys_amoenus",0
"Necromys_urichi",0
"Necromys_temchuki",0
"Necromys_lasiurus",0
"Necromys_lenguarum",0
"Necromys_obscurus",0
"Necromys_benefactus",0
"Necromys_lactens",0
"Thalpomys_cerradensis",0
"Oxymycterus_nasutus",0
"Oxymycterus_paramensis",0
"Oxymycterus_hiska",0
"Oxymycterus_quaestor",0
"Oxymycterus_hispidus",0
"Oxymycterus_rufus",0
"Oxymycterus_josei",0
"Oxymycterus_dasytrichus",0
"Oxymycterus_amazonicus",0
"Oxymycterus_delator",0
"Juscelinomys_candango",0
"Juscelinomys_huanchacae",0
"Chilomys_instans",0
"Aepeomys_lugens",0
"Thomasomys_baeops",0
"Thomasomys_aureus",0
"Thomasomys_popayanus",0
"Thomasomys_ischyrus",0
"Rhipidomys_mastacalis",0
"Rhipidomys_emiliae",0
"Rhipidomys_macconnelli",0
"Rhipidomys_nitela",0
"Rheomys_raptor",0
"Rheomys_mexicanus",0
"Sigmodon_alstoni",0
"Sigmodon_peruanus",0
"Sigmodon_arizonae",0
"Sigmodon_mascotensis",0
"Sigmodon_hirsutus",0
"Sigmodon_alleni",0
"Sigmodon_planifrons",0
"Sigmodon_hispidus",0
"Sigmodon_toltecus",0
"Sigmodon_ochrognathus",0
"Sigmodon_leucotis",0
"Sigmodon_fulviventer",0
"Mesocricetus_auratus",0
"Mesocricetus_brandti",0
"Mesocricetus_newtoni",0
"Mesocricetus_raddei",0
"Phodopus_campbelli",0
"Phodopus_sungorus",0
"Phodopus_roborovskii",0
"Tscherskia_triton",0
"Cricetus_cricetus",0
"Allocricetulus_eversmanni",0
"Cricetulus_migratorius",0
"Cricetulus_barabensis",0
"Cricetulus_longicaudatus",0
"Ondatra_zibethicus",0
"Neofiber_alleni",0
"Alticola_argentatus",0
"Alticola_tuvinicus",0
"Alticola_olchonensis",0
"Myodes_rex",0
"Myodes_rufocanus",0
"Myodes_regulus",0
"Myodes_shanseius",0
"Myodes_smithii",0
"Myodes_andersoni",0
"Myodes_centralis",0
"Myodes_glareolus",0
"Myodes_californicus",0
"Myodes_rutilus",0
"Myodes_gapperi",0
"Eothenomys_miletus",0
"Eothenomys_cachinus",0
"Eothenomys_melanogaster",0
"Eothenomys_custos",0
"Eothenomys_olitor",0
"Eothenomys_proditor",0
"Eothenomys_chinensis",0
"Eothenomys_wardi",0
"Hyperacrius_fertilis",0
"Hyperacrius_wynnei",0
"Eolagurus_luteus",0
"Eolagurus_przewalskii",0
"Lagurus_lagurus",0
"Lasiopodomys_mandarinus",0
"Lasiopodomys_brandtii",0
"Microtus_gregalis",0
"Proedromys_bedfordi",0
"Proedromys_liangshanensis",0
"Volemys_millicens",0
"Volemys_musseri",0
"Neodon_sikimensis",0
"Neodon_irene",0
"Neodon_forresti",0
"Phaiomys_leucurus",0
"Microtus_agrestis",0
"Microtus_richardsoni",0
"Microtus_umbrosus",0
"Microtus_montanus",0
"Microtus_pennsylvanicus",0
"Microtus_canicaudus",0
"Microtus_townsendii",0
"Microtus_xanthognathus",0
"Microtus_longicaudus",0
"Microtus_oregoni",0
"Microtus_chrotorrhinus",0
"Microtus_pinetorum",0
"Microtus_quasiater",0
"Microtus_guatemalensis",0
"Microtus_oaxacensis",0
"Microtus_californicus",0
"Microtus_mexicanus",0
"Blanfordimys_bucharensis",0
"Blanfordimys_afghanus",0
"Microtus_ochrogaster",0
"Microtus_miurus",0
"Microtus_abbreviatus",0
"Microtus_cabrerae",0
"Microtus_lusitanicus",0
"Microtus_duodecimcostatus",0
"Microtus_gerbei",0
"Microtus_savii",0
"Microtus_brachycercus",0
"Microtus_tatricus",0
"Microtus_felteni",0
"Microtus_thomasi",0
"Microtus_bavaricus",0
"Microtus_liechtensteini",0
"Microtus_multiplex",0
"Microtus_majori",0
"Microtus_daghestanicus",0
"Microtus_subterraneus",0
"Microtus_schelkovnikovi",0
"Microtus_socialis",0
"Microtus_schidlovskii",0
"Microtus_anatolicus",0
"Microtus_irani",0
"Microtus_dogramacii",0
"Microtus_guentheri",0
"Microtus_transcaspicus",0
"Microtus_kermanensis",0
"Microtus_levis",0
"Microtus_arvalis",0
"Microtus_kikuchii",0
"Microtus_montebelli",0
"Microtus_oeconomus",0
"Microtus_fortis",0
"Microtus_limnophilus",0
"Microtus_sachalinensis",0
"Microtus_mongolicus",0
"Microtus_middendorffii",0
"Microtus_evoronensis",0
"Microtus_maximowiczii",0
"Microtus_clarkei",0
"Chionomys_roberti",0
"Chionomys_nivalis",0
"Chionomys_gud",0
"Dinaromys_bogdanovi",0
"Arvicola_amphibius",0
"Arvicola_scherman",0
"Arvicola_sapidus",0
"Ellobius_tancrei",0
"Ellobius_alaicus",0
"Synaptomys_borealis",0
"Synaptomys_cooperi",0
"Myopus_schisticolor",0
"Lemmus_lemmus",0
"Lemmus_amurensis",0
"Lemmus_sibiricus",0
"Lemmus_trimucronatus",0
"Phenacomys_intermedius",0
"Phenacomys_ungava",0
"Arborimus_pomo",0
"Arborimus_albipes",0
"Arborimus_longicaudus",0
"Dicrostonyx_torquatus",0
"Dicrostonyx_groenlandicus",0
"Prometheomys_schaposchnikowi",0
"Ochrotomys_nuttalli",0
"Baiomys_taylori",0
"Baiomys_musculus",0
"Scotinomys_teguina",0
"Scotinomys_xerampelinus",0
"Reithrodontomys_megalotis",0
"Reithrodontomys_zacatecae",0
"Reithrodontomys_humulis",0
"Reithrodontomys_chrysopsis",0
"Reithrodontomys_raviventris",0
"Reithrodontomys_montanus",0
"Reithrodontomys_hirsutus",0
"Reithrodontomys_sumichrasti",0
"Reithrodontomys_fulvescens",0
"Reithrodontomys_creper",0
"Reithrodontomys_bakeri",0
"Reithrodontomys_tenuirostris",0
"Reithrodontomys_microdon",0
"Reithrodontomys_spectabilis",0
"Reithrodontomys_gracilis",0
"Reithrodontomys_brevirostris",0
"Reithrodontomys_mexicanus",0
"Reithrodontomys_darienensis",0
"Isthmomys_pirrensis",0
"Isthmomys_flavidus",0
"Onychomys_arenicola",0
"Onychomys_torridus",0
"Onychomys_leucogaster",0
"Neotomodon_alstoni",0
"Podomys_floridanus",0
"Habromys_lophurus",0
"Habromys_lepturus",0
"Habromys_chinanteco",0
"Habromys_ixtlani",0
"Habromys_schmidlyi",0
"Habromys_delicatulus",0
"Habromys_simulatus",0
"Peromyscus_beatae",0
"Peromyscus_schmidlyi",0
"Peromyscus_levipes",0
"Peromyscus_madrensis",0
"Peromyscus_simulus",0
"Peromyscus_boylii",0
"Peromyscus_stephani",0
"Peromyscus_hylocetes",0
"Peromyscus_winkelmanni",0
"Peromyscus_spicilegus",0
"Peromyscus_sagax",0
"Peromyscus_furvus",0
"Peromyscus_polius",0
"Peromyscus_hooperi",0
"Peromyscus_ochraventer",0
"Peromyscus_pectoralis",0
"Peromyscus_difficilis",0
"Peromyscus_nasutus",0
"Peromyscus_attwateri",0
"Peromyscus_truei",0
"Peromyscus_gratus",0
"Peromyscus_perfulvus",0
"Peromyscus_melanophrys",0
"Peromyscus_aztecus",0
"Peromyscus_guatemalensis",0
"Peromyscus_grandis",0
"Peromyscus_zarhynchus",0
"Peromyscus_mexicanus",0
"Peromyscus_gymnotis",0
"Peromyscus_melanocarpus",0
"Peromyscus_stirtoni",0
"Peromyscus_megalops",0
"Peromyscus_mayensis",0
"Megadontomys_cryophilus",0
"Megadontomys_thomasi",0
"Megadontomys_nelsoni",0
"Peromyscus_eremicus",0
"Peromyscus_caniceps",0
"Peromyscus_californicus",0
"Peromyscus_crinitus",0
"Peromyscus_maniculatus",0
"Peromyscus_polionotus",0
"Peromyscus_keeni",0
"Peromyscus_melanotis",0
"Peromyscus_gossypinus",0
"Peromyscus_leucopus",0
"Osgoodomys_banderanus",0
"Neotoma_bryanti",0
"Neotoma_devia",0
"Neotoma_lepida",0
"Neotoma_macrotis",0
